PurchaseOrderID,PurchaseOrderDetailID,EmployeeID,VendorID,ShipMethodID,ProductID,DueDate,OrderQty,UnitPrice,LineTotal,ReceivedQty,RejectedQty,StockedQty,Status,OrderDate,ShipDate,SubTotal,TaxAmt,Freight,TotalDue,NationalIDNumber,JobTitle,BirthDate,MaritalStatus,Gender,HireDate,SalariedFlag,VacationHours,SickLeaveHours,CurrentFlag,Title,FirstName,MiddleName,LastName,Suffix,PhoneNumber,PhoneNumberType,EmailAddress,EmailPromotion,AddressLine1,City,StateProvinceName,PostalCode,CountryRegionName,ProductName,ProductNumber,MakeFlag,FinishedGoodsFlag,Color,SafetyStockLevel,ReorderPoint,StandardCost,ListPrice,ProductSize,SizeUnitMeasureCode,WeightUnitMeasureCode,Weight,DaysToManufacture,ProductLine,Class,Style,ProductSubcategoryID,ProductModelID,SellStartDate,SellEndDate,DiscontinuedDate,AccountNumber,Vendorname,VendorCreditRating,PreferredVendorStatus,VendorActiveFlag,AddressType,VendorAddressLine,VendorCity,VendorStateProvinceName,VendorPostalCode,VendorCountryRegionName,ProductCategoryID,ProductSubcategoryName,ProductCategoryName,ProductModelName
18,41,256,1692,5,496,12/29/2011 0:00,60,48.909,2934.54,60,0,60,4,12/15/2011 0:00,12/24/2011 0:00,16393.23,1311.4584,409.8308,18114.5192,367453993,Buyer,5/12/1952,M,M,1/23/2010,FALSE,58,49,TRUE,,Frank,S,Pellow,,163-555-0147,Cell,frank2@adventure-works.com,0,5980 Icicle Circle,Renton,Washington,98055,United States,Paint - Yellow,PA-823Y,FALSE,FALSE,,60,45,0,0,,,,,0,,,,,,4/30/2008 0:00,,,CARLSON0001,Carlson Specialties,2,TRUE,TRUE,Main Office,2313 B Southampton Rd,Missoula,Montana,59801,United States,,,,
19,42,259,1696,2,908,12/29/2011 0:00,550,21.0945,11601.975,550,0,550,4,12/15/2011 0:00,12/24/2011 0:00,79204.125,6336.33,1980.1031,87520.5581,20269531,Buyer,6/3/1973,M,M,3/9/2010,FALSE,55,47,TRUE,,Ben,T,Miller,,151-555-0113,Work,ben0@adventure-works.com,0,101 Candy Rd.,Redmond,Washington,98052,United States,LL Mountain Seat/Saddle,SE-M236,FALSE,TRUE,,500,375,12.0413,27.12,,,,,1,M ,L ,,15,79,5/30/2013 0:00,,,CHICAGO0001,Chicago City Saddles,1,TRUE,TRUE,Main Office,3 Gehringer Drive,Daly City,California,94015,United States,2,Saddles,Components,LL Mountain Seat/Saddle 2
19,43,259,1696,2,909,12/29/2011 0:00,550,30.4395,16741.725,550,0,550,4,12/15/2011 0:00,12/24/2011 0:00,79204.125,6336.33,1980.1031,87520.5581,20269531,Buyer,6/3/1973,M,M,3/9/2010,FALSE,55,47,TRUE,,Ben,T,Miller,,151-555-0113,Work,ben0@adventure-works.com,0,101 Candy Rd.,Redmond,Washington,98052,United States,ML Mountain Seat/Saddle,SE-M798,FALSE,TRUE,,500,375,17.3782,39.14,,,,,1,M ,M ,,15,80,5/30/2013 0:00,,,CHICAGO0001,Chicago City Saddles,1,TRUE,TRUE,Main Office,3 Gehringer Drive,Daly City,California,94015,United States,2,Saddles,Components,ML Mountain Seat/Saddle 2
19,44,259,1696,2,910,12/29/2011 0:00,550,40.9395,22516.725,550,0,550,4,12/15/2011 0:00,12/24/2011 0:00,79204.125,6336.33,1980.1031,87520.5581,20269531,Buyer,6/3/1973,M,M,3/9/2010,FALSE,55,47,TRUE,,Ben,T,Miller,,151-555-0113,Work,ben0@adventure-works.com,0,101 Candy Rd.,Redmond,Washington,98052,United States,HL Mountain Seat/Saddle,SE-M940,FALSE,TRUE,,500,375,23.3722,52.64,,,,,1,M ,H ,,15,81,5/30/2013 0:00,,,CHICAGO0001,Chicago City Saddles,1,TRUE,TRUE,Main Office,3 Gehringer Drive,Daly City,California,94015,United States,2,Saddles,Components,HL Mountain Seat/Saddle 2
19,45,259,1696,2,911,12/29/2011 0:00,550,21.0945,11601.975,550,0,550,4,12/15/2011 0:00,12/24/2011 0:00,79204.125,6336.33,1980.1031,87520.5581,20269531,Buyer,6/3/1973,M,M,3/9/2010,FALSE,55,47,TRUE,,Ben,T,Miller,,151-555-0113,Work,ben0@adventure-works.com,0,101 Candy Rd.,Redmond,Washington,98052,United States,LL Road Seat/Saddle,SE-R581,FALSE,TRUE,,500,375,12.0413,27.12,,,,,1,R ,L ,,15,82,5/30/2013 0:00,,,CHICAGO0001,Chicago City Saddles,1,TRUE,TRUE,Main Office,3 Gehringer Drive,Daly City,California,94015,United States,2,Saddles,Components,LL Road Seat/Saddle 1
19,46,259,1696,2,912,12/29/2011 0:00,550,30.4395,16741.725,550,0,550,4,12/15/2011 0:00,12/24/2011 0:00,79204.125,6336.33,1980.1031,87520.5581,20269531,Buyer,6/3/1973,M,M,3/9/2010,FALSE,55,47,TRUE,,Ben,T,Miller,,151-555-0113,Work,ben0@adventure-works.com,0,101 Candy Rd.,Redmond,Washington,98052,United States,ML Road Seat/Saddle,SE-R908,FALSE,TRUE,,500,375,17.3782,39.14,,,,,1,T ,M ,,15,83,5/30/2013 0:00,,,CHICAGO0001,Chicago City Saddles,1,TRUE,TRUE,Main Office,3 Gehringer Drive,Daly City,California,94015,United States,2,Saddles,Components,ML Road Seat/Saddle 2
20,47,260,1504,1,506,12/29/2011 0:00,60,9.198,551.88,60,0,60,4,12/15/2011 0:00,12/24/2011 0:00,551.88,44.1504,13.797,609.8274,437296311,Purchasing Assistant,1/29/1978,M,F,12/6/2010,FALSE,50,45,TRUE,,Annette,L,Hill,,125-555-0196,Cell,annette0@adventure-works.com,1,6369 Ellis Street,Redmond,Washington,98052,United States,Reflector,RF-9198,FALSE,FALSE,,1000,750,0,0,,,,,0,,,,,,4/30/2008 0:00,,,CHICAGO0002,Chicago Rent-All,2,TRUE,TRUE,Main Office,15 Pear Dr.,Newport Beach,California,92625,United States,,,,
21,48,250,1544,1,351,12/29/2011 0:00,550,5.775,3176.25,550,0,550,4,12/15/2011 0:00,12/24/2011 0:00,6987.75,559.02,174.6938,7721.4638,895209680,Purchasing Manager,2/10/1978,S,F,2/25/2011,TRUE,49,44,TRUE,,Sheela,H,Word,,210-555-0193,Work,sheela0@adventure-works.com,0,535 Greendell Pl,Sammamish,Washington,98074,United States,Front Derailleur Cage,FC-3982,FALSE,FALSE,Silver,800,600,0,0,,,,,0,,,,,,4/30/2008 0:00,,,CIRCUIT0001,Circuit Cycles,1,FALSE,FALSE,Main Office,1 Mt. Dell Drive,Portland,Oregon,97205,United States,,,,
21,49,250,1544,1,352,12/29/2011 0:00,550,1.155,635.25,550,0,550,4,12/15/2011 0:00,12/24/2011 0:00,6987.75,559.02,174.6938,7721.4638,895209680,Purchasing Manager,2/10/1978,S,F,2/25/2011,TRUE,49,44,TRUE,,Sheela,H,Word,,210-555-0193,Work,sheela0@adventure-works.com,0,535 Greendell Pl,Sammamish,Washington,98074,United States,Front Derailleur Linkage,FL-2301,FALSE,FALSE,Silver,800,600,0,0,,,,,0,,,,,,4/30/2008 0:00,,,CIRCUIT0001,Circuit Cycles,1,FALSE,FALSE,Main Office,1 Mt. Dell Drive,Portland,Oregon,97205,United States,,,,
21,50,250,1544,1,679,12/29/2011 0:00,550,5.775,3176.25,550,27,523,4,12/15/2011 0:00,12/24/2011 0:00,6987.75,559.02,174.6938,7721.4638,895209680,Purchasing Manager,2/10/1978,S,F,2/25/2011,TRUE,49,44,TRUE,,Sheela,H,Word,,210-555-0193,Work,sheela0@adventure-works.com,0,535 Greendell Pl,Sammamish,Washington,98074,United States,Rear Derailleur Cage,RC-0291,FALSE,FALSE,Silver,500,375,0,0,,,,,0,,,,,,4/30/2008 0:00,,,CIRCUIT0001,Circuit Cycles,1,FALSE,FALSE,Main Office,1 Mt. Dell Drive,Portland,Oregon,97205,United States,,,,
22,51,254,1530,2,507,12/29/2011 0:00,550,23.394,12866.7,550,82,468,4,12/15/2011 0:00,12/24/2011 0:00,28072.275,2245.782,701.8069,31019.8639,482810518,Buyer,11/24/1970,M,M,1/4/2010,FALSE,57,48,TRUE,,Fukiko,J,Ogisu,,520-555-0177,Work,fukiko0@adventure-works.com,0,8751 Norse Drive,Bellevue,Washington,98004,United States,LL Mountain Rim,RM-M464,FALSE,FALSE,,800,600,0,0,,,G  ,435,0,,L ,,,,4/30/2008 0:00,,,COMFORT0001,Comfort Road Bicycles,1,TRUE,TRUE,Main Office,7651 Smiling Tree Court,Los Angeles,California,90012,United States,,,,
22,52,254,1530,2,508,12/29/2011 0:00,550,27.6465,15205.575,550,0,550,4,12/15/2011 0:00,12/24/2011 0:00,28072.275,2245.782,701.8069,31019.8639,482810518,Buyer,11/24/1970,M,M,1/4/2010,FALSE,57,48,TRUE,,Fukiko,J,Ogisu,,520-555-0177,Work,fukiko0@adventure-works.com,0,8751 Norse Drive,Bellevue,Washington,98004,United States,ML Mountain Rim,RM-M692,FALSE,FALSE,,800,600,0,0,,,G  ,450,0,,M ,,,,4/30/2008 0:00,,,COMFORT0001,Comfort Road Bicycles,1,TRUE,TRUE,Main Office,7651 Smiling Tree Court,Los Angeles,California,90012,United States,,,,
23,53,257,1508,1,355,12/29/2011 0:00,550,1.365,750.75,550,0,550,4,12/15/2011 0:00,12/24/2011 0:00,37312.275,2984.982,932.8069,41230.0639,381073001,Buyer,9/17/1972,S,M,1/27/2010,FALSE,54,47,TRUE,,Eric,S,Kurjan,,265-555-0195,Work,eric2@adventure-works.com,2,1378 String Dr,Renton,Washington,98055,United States,Guide Pulley,GP-0982,FALSE,FALSE,,800,600,0,0,,,,,0,,,,,,4/30/2008 0:00,,,COMPETE0001,"Compete Enterprises, Inc",1,TRUE,TRUE,Main Office,50 Via Del Sol,Lynnwood,Washington,98036,United States,,,,
23,54,257,1508,1,940,12/29/2011 0:00,550,62.9895,34644.225,550,0,550,4,12/15/2011 0:00,12/24/2011 0:00,37312.275,2984.982,932.8069,41230.0639,381073001,Buyer,9/17/1972,S,M,1/27/2010,FALSE,54,47,TRUE,,Eric,S,Kurjan,,265-555-0195,Work,eric2@adventure-works.com,2,1378 String Dr,Renton,Washington,98055,United States,HL Road Pedal,PD-R853,FALSE,TRUE,Silver/Black,500,375,35.9596,80.99,,,G  ,149,1,R ,H ,,13,70,5/30/2013 0:00,,,COMPETE0001,"Compete Enterprises, Inc",1,TRUE,TRUE,Main Office,50 Via Del Sol,Lynnwood,Washington,98036,United States,2,Pedals,Components,HL Road Pedal
23,55,257,1508,1,535,12/29/2011 0:00,550,3.486,1917.3,550,0,550,4,12/15/2011 0:00,12/24/2011 0:00,37312.275,2984.982,932.8069,41230.0639,381073001,Buyer,9/17/1972,S,M,1/27/2010,FALSE,54,47,TRUE,,Eric,S,Kurjan,,265-555-0195,Work,eric2@adventure-works.com,2,1378 String Dr,Renton,Washington,98055,United States,Tension Pulley,TP-0923,FALSE,FALSE,,800,600,0,0,,,,,0,,,,,,4/30/2008 0:00,,,COMPETE0001,"Compete Enterprises, Inc",1,TRUE,TRUE,Main Office,50 Via Del Sol,Lynnwood,Washington,98036,United States,,,,
24,56,261,1694,1,351,12/29/2011 0:00,550,6.195,3407.25,550,550,0,3,12/15/2011 0:00,12/24/2011 0:00,4215.75,337.26,105.3938,4658.4038,280633567,Purchasing Assistant,1/17/1978,M,M,12/25/2010,FALSE,51,45,TRUE,,Reinout,N,Hillmann,,370-555-0163,Work,reinout0@adventure-works.com,2,620 Woodside Ct.,Bellevue,Washington,98004,United States,Front Derailleur Cage,FC-3982,FALSE,FALSE,Silver,800,600,0,0,,,,,0,,,,,,4/30/2008 0:00,,,COMPETE0002,"Compete, Inc.",1,TRUE,TRUE,Main Office,9491 Toyon Dr,Dallas,Texas,75201,United States,,,,
24,57,261,1694,1,352,12/29/2011 0:00,550,1.47,808.5,550,550,0,3,12/15/2011 0:00,12/24/2011 0:00,4215.75,337.26,105.3938,4658.4038,280633567,Purchasing Assistant,1/17/1978,M,M,12/25/2010,FALSE,51,45,TRUE,,Reinout,N,Hillmann,,370-555-0163,Work,reinout0@adventure-works.com,2,620 Woodside Ct.,Bellevue,Washington,98004,United States,Front Derailleur Linkage,FL-2301,FALSE,FALSE,Silver,800,600,0,0,,,,,0,,,,,,4/30/2008 0:00,,,COMPETE0002,"Compete, Inc.",1,TRUE,TRUE,Main Office,9491 Toyon Dr,Dallas,Texas,75201,United States,,,,
25,58,251,1624,2,507,12/29/2011 0:00,550,22.1655,12191.025,550,0,550,4,12/15/2011 0:00,12/24/2011 0:00,28297.5,2263.8,707.4375,31268.7375,603686790,Buyer,8/17/1984,S,M,2/10/2009,FALSE,59,49,TRUE,,Mikael,Q,Sandberg,,309-555-0170,Work,mikael0@adventure-works.com,2,9539 Glenside Dr,Bothell,Washington,98011,United States,LL Mountain Rim,RM-M464,FALSE,FALSE,,800,600,0,0,,,G  ,435,0,,L ,,,,4/30/2008 0:00,,,COMPETIT0001,Competition Bike Training Systems,1,TRUE,TRUE,Main Office,4151 Olivera,Atlanta,Georgia,30308,United States,,,,
25,59,251,1624,2,508,12/29/2011 0:00,550,29.2845,16106.475,523,0,523,4,12/15/2011 0:00,12/24/2011 0:00,28297.5,2263.8,707.4375,31268.7375,603686790,Buyer,8/17/1984,S,M,2/10/2009,FALSE,59,49,TRUE,,Mikael,Q,Sandberg,,309-555-0170,Work,mikael0@adventure-works.com,2,9539 Glenside Dr,Bothell,Washington,98011,United States,ML Mountain Rim,RM-M692,FALSE,FALSE,,800,600,0,0,,,G  ,450,0,,M ,,,,4/30/2008 0:00,,,COMPETIT0001,Competition Bike Training Systems,1,TRUE,TRUE,Main Office,4151 Olivera,Atlanta,Georgia,30308,United States,,,,
26,60,253,1548,2,491,12/29/2011 0:00,3,19.9815,59.9445,3,0,3,4,12/15/2011 0:00,12/24/2011 0:00,59.9445,4.7956,1.4986,66.2387,407505660,Buyer,11/30/1970,M,F,12/17/2009,FALSE,56,48,TRUE,,Linda,P,Meisner,,916-555-0165,Cell,linda2@adventure-works.com,0,6118 Grasswood Circle,Bellevue,Washington,98004,United States,HL Nipple,NI-9522,FALSE,FALSE,,1000,750,0,0,,,,,0,,,,,,4/30/2008 0:00,,,CONSUMER0001,Consumer Cycles,3,TRUE,TRUE,Main Office,3 Chablis Court,Torrance,California,90505,United States,,,,
27,61,255,1598,4,341,12/29/2011 0:00,3,41.1705,123.5115,3,0,3,4,12/15/2011 0:00,12/24/2011 0:00,722.61,57.8088,18.0653,798.4841,466142721,Buyer,11/29/1966,M,M,1/11/2010,FALSE,52,46,TRUE,,Gordon,L,Hee,,230-555-0144,Cell,gordon0@adventure-works.com,0,108 Lakeside Court,Bellevue,Washington,98004,United States,Flat Washer 1,FW-1000,FALSE,FALSE,,1000,750,0,0,,,,,0,,,,,,4/30/2008 0:00,,,CONTINEN0001,Continental Pro Cycles,3,TRUE,TRUE,Main Office,2 Lion Circle,Long Beach,California,90802,United States,,,,
27,62,255,1598,4,342,12/29/2011 0:00,3,39.0705,117.2115,3,0,3,4,12/15/2011 0:00,12/24/2011 0:00,722.61,57.8088,18.0653,798.4841,466142721,Buyer,11/29/1966,M,M,1/11/2010,FALSE,52,46,TRUE,,Gordon,L,Hee,,230-555-0144,Cell,gordon0@adventure-works.com,0,108 Lakeside Court,Bellevue,Washington,98004,United States,Flat Washer 6,FW-1200,FALSE,FALSE,,1000,750,0,0,,,,,0,,,,,,4/30/2008 0:00,,,CONTINEN0001,Continental Pro Cycles,3,TRUE,TRUE,Main Office,2 Lion Circle,Long Beach,California,90802,United States,,,,
27,63,255,1598,4,343,12/29/2011 0:00,3,43.344,130.032,3,0,3,4,12/15/2011 0:00,12/24/2011 0:00,722.61,57.8088,18.0653,798.4841,466142721,Buyer,11/29/1966,M,M,1/11/2010,FALSE,52,46,TRUE,,Gordon,L,Hee,,230-555-0144,Cell,gordon0@adventure-works.com,0,108 Lakeside Court,Bellevue,Washington,98004,United States,Flat Washer 2,FW-1400,FALSE,FALSE,,1000,750,0,0,,,,,0,,,,,,4/30/2008 0:00,,,CONTINEN0001,Continental Pro Cycles,3,TRUE,TRUE,Main Office,2 Lion Circle,Long Beach,California,90802,United States,,,,
27,64,255,1598,4,344,12/29/2011 0:00,3,39.0705,117.2115,3,0,3,4,12/15/2011 0:00,12/24/2011 0:00,722.61,57.8088,18.0653,798.4841,466142721,Buyer,11/29/1966,M,M,1/11/2010,FALSE,52,46,TRUE,,Gordon,L,Hee,,230-555-0144,Cell,gordon0@adventure-works.com,0,108 Lakeside Court,Bellevue,Washington,98004,United States,Flat Washer 9,FW-3400,FALSE,FALSE,,1000,750,0,0,,,,,0,,,,,,4/30/2008 0:00,,,CONTINEN0001,Continental Pro Cycles,3,TRUE,TRUE,Main Office,2 Lion Circle,Long Beach,California,90802,United States,,,,
27,65,255,1598,4,345,12/29/2011 0:00,3,36.9705,110.9115,3,0,3,4,12/15/2011 0:00,12/24/2011 0:00,722.61,57.8088,18.0653,798.4841,466142721,Buyer,11/29/1966,M,M,1/11/2010,FALSE,52,46,TRUE,,Gordon,L,Hee,,230-555-0144,Cell,gordon0@adventure-works.com,0,108 Lakeside Court,Bellevue,Washington,98004,United States,Flat Washer 4,FW-3800,FALSE,FALSE,,1000,750,0,0,,,,,0,,,,,,4/30/2008 0:00,,,CONTINEN0001,Continental Pro Cycles,3,TRUE,TRUE,Main Office,2 Lion Circle,Long Beach,California,90802,United States,,,,
27,66,255,1598,4,346,12/29/2011 0:00,3,41.244,123.732,3,0,3,4,12/15/2011 0:00,12/24/2011 0:00,722.61,57.8088,18.0653,798.4841,466142721,Buyer,11/29/1966,M,M,1/11/2010,FALSE,52,46,TRUE,,Gordon,L,Hee,,230-555-0144,Cell,gordon0@adventure-works.com,0,108 Lakeside Court,Bellevue,Washington,98004,United States,Flat Washer 3,FW-5160,FALSE,FALSE,,1000,750,0,0,,,,,0,,,,,,4/30/2008 0:00,,,CONTINEN0001,Continental Pro Cycles,3,TRUE,TRUE,Main Office,2 Lion Circle,Long Beach,California,90802,United States,,,,
28,67,256,1658,5,935,12/29/2011 0:00,550,31.4895,17319.225,550,0,550,4,12/15/2011 0:00,12/24/2011 0:00,43878.45,3510.276,1096.9613,48485.6873,367453993,Buyer,5/12/1952,M,M,1/23/2010,FALSE,58,49,TRUE,,Frank,S,Pellow,,163-555-0147,Cell,frank2@adventure-works.com,0,5980 Icicle Circle,Renton,Washington,98055,United States,LL Mountain Pedal,PD-M282,FALSE,TRUE,Silver/Black,500,375,17.9776,40.49,,,G  ,218,1,M ,L ,,13,62,5/30/2013 0:00,,,CROWLEY0001,Crowley Sport,1,TRUE,TRUE,Main Office,9056 Mount Dr,Chicago,Illinois,60610,United States,2,Pedals,Components,LL Mountain Pedal
28,68,256,1658,5,936,12/29/2011 0:00,550,48.2895,26559.225,550,0,550,4,12/15/2011 0:00,12/24/2011 0:00,43878.45,3510.276,1096.9613,48485.6873,367453993,Buyer,5/12/1952,M,M,1/23/2010,FALSE,58,49,TRUE,,Frank,S,Pellow,,163-555-0147,Cell,frank2@adventure-works.com,0,5980 Icicle Circle,Renton,Washington,98055,United States,ML Mountain Pedal,PD-M340,FALSE,TRUE,Silver/Black,500,375,27.568,62.09,,,G  ,215,1,M ,M ,,13,63,5/30/2013 0:00,,,CROWLEY0001,Crowley Sport,1,TRUE,TRUE,Main Office,9056 Mount Dr,Chicago,Illinois,60610,United States,2,Pedals,Components,ML Mountain Pedal
29,69,259,1536,4,375,1/22/2012 0:00,3,43.344,130.032,3,0,3,4,1/8/2012 0:00,1/17/2012 0:00,592.7985,47.4239,14.82,655.0424,20269531,Buyer,6/3/1973,M,M,3/9/2010,FALSE,55,47,TRUE,,Ben,T,Miller,,151-555-0113,Work,ben0@adventure-works.com,0,101 Candy Rd.,Redmond,Washington,98052,United States,Hex Nut 5,HN-1024,FALSE,FALSE,,1000,750,0,0,,,,,0,,,,,,4/30/2008 0:00,,,CRUGERB0001,Cruger Bike Company,1,TRUE,TRUE,Main Office,67 Monetary Way,Berkeley,California,94704,United States,,,,
29,70,259,1536,4,376,1/22/2012 0:00,3,39.0705,117.2115,3,0,3,4,1/8/2012 0:00,1/17/2012 0:00,592.7985,47.4239,14.82,655.0424,20269531,Buyer,6/3/1973,M,M,3/9/2010,FALSE,55,47,TRUE,,Ben,T,Miller,,151-555-0113,Work,ben0@adventure-works.com,0,101 Candy Rd.,Redmond,Washington,98052,United States,Hex Nut 6,HN-1032,FALSE,FALSE,,1000,750,0,0,,,,,0,,,,,,4/30/2008 0:00,,,CRUGERB0001,Cruger Bike Company,1,TRUE,TRUE,Main Office,67 Monetary Way,Berkeley,California,94704,United States,,,,
29,71,259,1536,4,377,1/22/2012 0:00,3,36.9705,110.9115,3,0,3,4,1/8/2012 0:00,1/17/2012 0:00,592.7985,47.4239,14.82,655.0424,20269531,Buyer,6/3/1973,M,M,3/9/2010,FALSE,55,47,TRUE,,Ben,T,Miller,,151-555-0113,Work,ben0@adventure-works.com,0,101 Candy Rd.,Redmond,Washington,98052,United States,Hex Nut 16,HN-1213,FALSE,FALSE,,1000,750,0,0,,,,,0,,,,,,4/30/2008 0:00,,,CRUGERB0001,Cruger Bike Company,1,TRUE,TRUE,Main Office,67 Monetary Way,Berkeley,California,94704,United States,,,,
29,72,259,1536,4,378,1/22/2012 0:00,3,41.244,123.732,3,0,3,4,1/8/2012 0:00,1/17/2012 0:00,592.7985,47.4239,14.82,655.0424,20269531,Buyer,6/3/1973,M,M,3/9/2010,FALSE,55,47,TRUE,,Ben,T,Miller,,151-555-0113,Work,ben0@adventure-works.com,0,101 Candy Rd.,Redmond,Washington,98052,United States,Hex Nut 17,HN-1220,FALSE,FALSE,,1000,750,0,0,,,,,0,,,,,,4/30/2008 0:00,,,CRUGERB0001,Cruger Bike Company,1,TRUE,TRUE,Main Office,67 Monetary Way,Berkeley,California,94704,United States,,,,
29,73,259,1536,4,379,1/22/2012 0:00,3,36.9705,110.9115,3,0,3,4,1/8/2012 0:00,1/17/2012 0:00,592.7985,47.4239,14.82,655.0424,20269531,Buyer,6/3/1973,M,M,3/9/2010,FALSE,55,47,TRUE,,Ben,T,Miller,,151-555-0113,Work,ben0@adventure-works.com,0,101 Candy Rd.,Redmond,Washington,98052,United States,Hex Nut 7,HN-1224,FALSE,FALSE,,1000,750,0,0,,,,,0,,,,,,4/30/2008 0:00,,,CRUGERB0001,Cruger Bike Company,1,TRUE,TRUE,Main Office,67 Monetary Way,Berkeley,California,94704,United States,,,,
30,74,260,1568,2,476,1/22/2012 0:00,550,15.8865,8737.575,550,0,550,4,1/8/2012 0:00,1/17/2012 0:00,21252,1700.16,531.3,23483.46,437296311,Purchasing Assistant,1/29/1978,M,F,12/6/2010,FALSE,50,45,TRUE,,Annette,L,Hill,,125-555-0196,Cell,annette0@adventure-works.com,1,6369 Ellis Street,Redmond,Washington,98052,United States,Metal Angle,MA-7075,FALSE,FALSE,,1000,750,0,0,,,,,0,,,,,,4/30/2008 0:00,,,CUSTOMF0001,"Custom Frames, Inc.",2,TRUE,TRUE,Main Office,419 River Ash Court,Lakewood,Missouri,63301,United States,,,,
30,75,260,1568,2,477,1/22/2012 0:00,550,11.6655,6416.025,550,55,495,4,1/8/2012 0:00,1/17/2012 0:00,21252,1700.16,531.3,23483.46,437296311,Purchasing Assistant,1/29/1978,M,F,12/6/2010,FALSE,50,45,TRUE,,Annette,L,Hill,,125-555-0196,Cell,annette0@adventure-works.com,1,6369 Ellis Street,Redmond,Washington,98052,United States,Metal Bar 1,MB-2024,FALSE,FALSE,,1000,750,0,0,,,,,0,,,,,,4/30/2008 0:00,,,CUSTOMF0001,"Custom Frames, Inc.",2,TRUE,TRUE,Main Office,419 River Ash Court,Lakewood,Missouri,63301,United States,,,,
30,76,260,1568,2,478,1/22/2012 0:00,550,11.088,6098.4,550,0,550,4,1/8/2012 0:00,1/17/2012 0:00,21252,1700.16,531.3,23483.46,437296311,Purchasing Assistant,1/29/1978,M,F,12/6/2010,FALSE,50,45,TRUE,,Annette,L,Hill,,125-555-0196,Cell,annette0@adventure-works.com,1,6369 Ellis Street,Redmond,Washington,98052,United States,Metal Bar 2,MB-6061,FALSE,FALSE,,1000,750,0,0,,,,,0,,,,,,4/30/2008 0:00,,,CUSTOMF0001,"Custom Frames, Inc.",2,TRUE,TRUE,Main Office,419 River Ash Court,Lakewood,Missouri,63301,United States,,,,
31,77,258,1648,5,402,1/22/2012 0:00,3,47.4705,142.4115,3,0,3,4,1/8/2012 0:00,1/17/2012 0:00,142.4115,11.3929,3.5603,157.3647,785853949,Buyer,1/4/1971,S,F,1/31/2010,FALSE,53,46,TRUE,,Erin,M,Hagens,,842-555-0158,Work,erin0@adventure-works.com,0,2947 Vine Lane,Bellevue,Washington,98004,United States,Keyed Washer,KW-4091,FALSE,FALSE,,1000,750,0,0,,,,,0,,,,,,4/30/2008 0:00,,,WIDEWOR0001,Wide World Importers,2,TRUE,TRUE,Main Office,50 Edward Ave,Concord,California,94519,United States,,,,
32,78,254,1646,2,510,1/22/2012 0:00,550,23.079,12693.45,550,82,468,4,1/8/2012 0:00,1/17/2012 0:00,28794.15,2303.532,719.8538,31817.5358,482810518,Buyer,11/24/1970,M,M,1/4/2010,FALSE,57,48,TRUE,,Fukiko,J,Ogisu,,520-555-0177,Work,fukiko0@adventure-works.com,0,8751 Norse Drive,Bellevue,Washington,98004,United States,LL Road Rim,RM-R436,FALSE,FALSE,,800,600,0,0,,,G  ,445,0,,L ,,,,4/30/2008 0:00,,,ELECTRON0002,Electronic Bike Repair & Supplies,1,TRUE,TRUE,Main Office,8547 Catherine Way,Tacoma,Washington,98403,United States,,,,
32,79,254,1646,2,511,1/22/2012 0:00,550,29.274,16100.7,550,0,550,4,1/8/2012 0:00,1/17/2012 0:00,28794.15,2303.532,719.8538,31817.5358,482810518,Buyer,11/24/1970,M,M,1/4/2010,FALSE,57,48,TRUE,,Fukiko,J,Ogisu,,520-555-0177,Work,fukiko0@adventure-works.com,0,8751 Norse Drive,Bellevue,Washington,98004,United States,ML Road Rim,RM-R600,FALSE,FALSE,,800,600,0,0,,,G  ,450,0,,M ,,,,4/30/2008 0:00,,,ELECTRON0002,Electronic Bike Repair & Supplies,1,TRUE,TRUE,Main Office,8547 Catherine Way,Tacoma,Washington,98403,United States,,,,
33,80,257,1672,4,403,1/30/2012 0:00,3,45.3705,136.1115,3,0,3,4,1/16/2012 0:00,1/25/2012 0:00,421.155,33.6924,10.5289,465.3763,381073001,Buyer,9/17/1972,S,M,1/27/2010,FALSE,54,47,TRUE,,Eric,S,Kurjan,,265-555-0195,Work,eric2@adventure-works.com,2,1378 String Dr,Renton,Washington,98055,United States,External Lock Washer 3,LE-1000,FALSE,FALSE,,1000,750,0,0,,,,,0,,,,,,4/30/2008 0:00,,,EXPERTB0001,Expert Bike Co,1,TRUE,TRUE,Main Office,8892 Columbia River Ct.,Santa Cruz,California,95062,United States,,,,
33,81,257,1672,4,404,1/30/2012 0:00,3,49.644,148.932,3,0,3,4,1/16/2012 0:00,1/25/2012 0:00,421.155,33.6924,10.5289,465.3763,381073001,Buyer,9/17/1972,S,M,1/27/2010,FALSE,54,47,TRUE,,Eric,S,Kurjan,,265-555-0195,Work,eric2@adventure-works.com,2,1378 String Dr,Renton,Washington,98055,United States,External Lock Washer 4,LE-1200,FALSE,FALSE,,1000,750,0,0,,,,,0,,,,,,4/30/2008 0:00,,,EXPERTB0001,Expert Bike Co,1,TRUE,TRUE,Main Office,8892 Columbia River Ct.,Santa Cruz,California,95062,United States,,,,
